"","name","affiliation","id_type","author_id"
"1253","Becker, Naomi A.","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-0102-9713"
"1254","Nelson, Wendy R.","Department of Physics, Astronomy and Geosciences, Towson University, Towson, MD, USA","ORCID","0000-0002-3047-0172"
"1255","Browning-Hanson, Joseph F.","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0009-0001-3109-0796"
"1256","Crowley, James L.","Department of Geosciences, Boise State University, Boise, ID, USA","dataverse_id","546"
"1257","Viete, Daniel R.","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-5495-9370"
"1258","Song, Mason","Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0009-0001-1248-9590"
"1259","Ivkov, Robert","Department of Radiation Oncology and Molecular Radiation Sciences, Johns Hopkins University, Baltimore, MD, USA; Department of Oncology, Johns Hopkins University, Baltimore, MD, USA; Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA; Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-2930-5276"
"1260","Korangath, Preethi","Department of Radiation Oncology and Molecular Radiation Sciences, Johns Hopkins University, Baltimore, MD, USA; Department of Oncology, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-6623-493X"
"1261","Carlton, Hayden","Department of Radiation Oncology and Molecular Radiation Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-2249-3067"
"1262","Arepally, Nageshwar","Department of Mechanical Engineering, Pennsylvania State University, at Harrisburg, Middletown, PA, USA","dataverse_id","547"
"1263","Healy, Sean","Department of Radiation Oncology and Molecular Radiation Sciences, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","548"
"1264","Sharma, Anirudh","Department of Radiation Oncology and Molecular Radiation Sciences, the Johns Hopkins University School of Medicine, Baltimore, MD, USA","ORCID","0000-0001-7942-8998"
"1265","Ptashnik, Sarah","Materialise NV, Leuven, Belgium","dataverse_id","549"
"1266","Schickel, Maureen","Materialise NV, Leuven, Belgium","dataverse_id","550"
"1267","Newgren, Matt","Magnetic Insight Inc., Alameda, CA, USA","dataverse_id","551"
"1268","Goodwill, Patrick","Magnetic Insight Inc., Alameda, CA, USA","dataverse_id","552"
"1269","Attaluri, Anilchandra","Department of Mechanical Engineering, Pennsylvania State University, at Harrisburg, Middletown, PA, USA","ORCID","0000-0003-0283-1927"
"1270","Ivkov, Robert","Department of Radiation Oncology and Molecular Radiation Sciences, Johns Hopkins University, Baltimore, MD, USA; Department of Oncology, Johns Hopkins University, Baltimore, MD, USA; Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA; Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-2930-5276"
"1271","O'Brien, Brett M.","Department of Chemical Biology, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","553"
"1272","Jiménez-Avalos, Gabriel","Department of Biophysics, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-0221-3208"
"1273","Kaiser, Christian M.","Department of Biology, Johns Hopkins University, Baltimore, MD, USA; Bijvoet Center for Biomolecular Research, Utrecht University, Utrecht, The Netherlands","dataverse_id","554"
"1274","Woodson, Sarah A.","Department of Biophysics, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-0170-1987"
"1275","Lee, Heonjoon","Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-5129-5740"
"1276","Xie, Tian","Department of Biochemistry and Molecular Biology, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","555"
"1277","Kang, Byunghwa","Institute for Nanobiotechnology, Johns Hopkins University, Baltimore, MD, USA","ORCID","0009-0001-2615-3617"
"1278","Yu, Xinjie","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","556"
"1279","Schaffter, Samuel W.","National Institute of Standards and Technology, Gaithersburg, MD, USA","ORCID","0000-0002-7259-7374"
"1280","Schulman, Rebecca","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA; Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA; Department of Chemistry, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-4555-3162"
"1281","Yu, Li-Eng","Department of Biology, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","557"
"1282","White, Elise N.","Department of Biophysics, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-1299-9646"
"1283","Woodson, Sarah A.","Department of Biophysics, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-0170-1987"
"1284","Vincent, Philippe F.Y.","The Center for Hearing and Balance, Johns Hopkins University, Baltimore, MD, USA; Department of Otolaryngology Head and Neck Surgery, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-7712-7198"
"1285","Young, Eric D.","The Center for Hearing and Balance, Johns Hopkins University, Baltimore, MD, USA; Department of Otolaryngology Head and Neck Surgery, Johns Hopkins University, Baltimore, MD, USA; Department of Neuroscience, Johns Hopkins University, Baltimore, MD, USA; Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-0334-408X"
"1286","Edge, Albert S.B.","Department of Otolaryngology, Harvard Medical School, Boston, MD, USA; Eaton-Peabody Laboratory, Massachusetts Eye and Ear, Boston, Massachusetts, USA; Program in Speech and Hearing Bioscience and Technology, Harvard Medical School, Boston, Massachusetts, USA; Harvard Stem Cell Institute, Cambridge, Massachusetts, USA.","ORCID","0000-0001-8641-755X"
"1287","Glowatzki, Elisabeth","The Center for Hearing and Balance, Johns Hopkins University, Baltimore, MD, USA; Department of Otolaryngology Head and Neck Surgery, Johns Hopkins University, Baltimore, MD, USA; Department of Neuroscience, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-3135-658X"
"1288","Bond, John E.","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","558"
"1289","Yeh, Alexander J.","Department of Electrical Engineering, Stanford University, Stanford, California, CA, USA","dataverse_id","559"
"1290","Edison, John R.","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","560"
"1291","Bevan, Michael A.","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-9368-4899"
"1292","Shi, Ruohong","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-9163-5607"
"1293","Chen, Kuan-Lin","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","561"
"1294","Fern, Joshua","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","562"
"1295","Deng, Siming","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA; Laboratory for Computational Sensing and Robotics (LCSR), Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-3111-8629"
"1296","Liu, Yixin","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","563"
"1297","Scalise, Dominic","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA; Voiland School of Chemical Engineering and Bioengineering, Washington State University, Pullman, WA, USA","ORCID","0000-0001-8218-1797"
"1298","Huang, Qi","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","564"
"1299","Cowan, Noah J.","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA; Laboratory for Computational Sensing and Robotics (LCSR), Johns Hopkins University, Baltimore, MD, USA.","ORCID","0000-0003-2502-3770"
"1300","Gracias, David H.","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA; Laboratory for Computational Sensing and Robotics (LCSR), Johns Hopkins University, Baltimore, MD, USA; Center for MicroPhysiological Systems (MPS), Johns Hopkins University, Baltimore, MD, USA; Department of Oncology, Johns Hopkins School of Medicine, Baltimore, MD, USA; Sidney Kimmel Comprehensive Cancer Center (SKCCC), Johns Hopkins School of Medicine, Baltimore, MD, USA; Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA; Department of Chemistry, Johns Hopkins University, Baltimore, MD, USA.","ORCID","0000-0003-2735-4725"
"1301","Schulman, Rebecca","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA; Laboratory for Computational Sensing and Robotics (LCSR), Johns Hopkins University, Baltimore, MD, USA; Department of Chemistry, Johns Hopkins University, Baltimore, MD, USA; Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-4555-3162"
"1302","Cole, Joshua","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-4859-1298"
"1303","Schulman, Rebecca B.","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA; Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-4555-3162"
"1304","Liu, Hsuan","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-0806-7643"
"1305","Shaw-Saliba, Kathryn","Department of Emergency Medicine, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-4396-2432"
"1306","Westerbeck, Jason","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","565"
"1307","Jacobs, David","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","566"
"1308","Fenstermacher, Katherine","Department of Emergency Medicine, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-1139-3711"
"1309","Chao, Chia-Yu","Clinical Informatics and Medical Statistics Research Center, Chang Gung University, Taoyuan, Taiwan","dataverse_id","567"
"1310","Gong, Yu-Nong","Research Center for Emerging Viral Infections, Chang Gung University, Taoyuan, Taiwan","ORCID","0000-0002-6799-1561"
"1311","Powell, Harrison","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","568"
"1312","Ma, Zexu","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","569"
"1313","Mehoke, Thomas","Department of Research and Exploratory Development, Johns Hopkins Applied Physics Laboratory, Laurel, MD, USA","dataverse_id","570"
"1314","Ernlund, Amanda W.","Department of Research and Exploratory Development, Johns Hopkins Applied Physics Laboratory, Laurel, MD, USA","ORCID","0000-0003-1113-4103"
"1315","Dziedzic, Amanda","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","571"
"1316","Vyas, Siddhant","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","572"
"1317","Evans, Jared","Department of Research and Exploratory Development, Johns Hopkins Applied Physics Laboratory, Laurel, MD, USA","dataverse_id","573"
"1318","Sauer, Lauren M.","Department of Emergency Medicine, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","574"
"1319","Rothman, Richard E.","Department of Emergency Medicine, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","575"
"1320","Thielen, Peter","Department of Research and Exploratory Development, Johns Hopkins Applied Physics Laboratory, Laurel, MD, USA","ORCID","0000-0003-1807-2785"
"1321","Chen, Kuan-Fu","Clinical Informatics and Medical Statistics Research Center, Chang Gung University, Taoyuan, Taiwan","dataverse_id","576"
"1322","Pekosz, Andrew","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-3248-1761"
"1323","Bregstone, Jonah","Department of Applied and Computational Math, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","577"
"1324","Droege, Sam","US Geological Survey Patuxent Wildlife Research Center, Laurel, MD, USA","ORCID","0000-0003-4393-0403"
"1325","Madhav, Manu S.","School of Biomedical Engineering, Djavad Mowafaghian Centre for Brain Health, University of British Columbia, BC, Canada","ORCID","0000-0001-5317-8492"
"1326","Jayakumar, Ravikrishnan P.","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-4321-6816"
"1327","Li, Brian Y.","Mind and Brain Institute, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-3055-4202"
"1328","Lashkari, Shahin G.","Laboratory for Computational Sensing and Robotics, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","578"
"1329","Wright, Kelly","Mind and Brain Institute, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","579"
"1330","Savelli, Francesco","Department of Neuroscience, Developmental and Regenerative Biology, The University of Texas at San Antonio, San Antonio, TX, USA","ORCID","0000-0002-8588-0865"
"1331","Knierim, James J.","Mind and Brain Institute, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-1796-2930"
"1332","Cowan, Noah J.","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-2502-3770"
"1333","Wang, Feifei","Department of Educational Administration and Policy, The Chinese University of Hong Kong, Hong Kong, China","dataverse_id","580"
"1334","Cheung, Alan C. K.","Department of Educational Administration and Policy, The Chinese University of Hong Kong, Hong Kong, China","dataverse_id","581"
"1335","Neitzel, Amanda J.","Center for Research and Reform in Education, School of Education, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-4676-9320"
"1336","Chai, Ching Sing","Department of Curriculum and Instruction, The Chinese University of Hong Kong, Hong Kong, China","dataverse_id","582"
"1337","Nie, Wanshu","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-3639-9570"
